CustomerID,Churn,Tenure,CityTier,WarehouseToHome,HourSpendOnApp,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,PreferredLoginDevice_Mobile Phone,PreferredLoginDevice_Phone,PreferredPaymentMode_COD,PreferredPaymentMode_Cash on Delivery,PreferredPaymentMode_Credit Card,PreferredPaymentMode_Debit Card,PreferredPaymentMode_E wallet,PreferredPaymentMode_UPI,Gender_Male,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Mobile,PreferedOrderCat_Mobile Phone,PreferedOrderCat_Others,MaritalStatus_Married,MaritalStatus_Single
51405,0,10.0,1,6.0,2.0,4,3,2,0,18.0,0.0,1.0,7.0,159.93,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
51406,0,5.0,1,6.0,2.0,3,1,2,1,22.0,5.0,7.0,8.0,161.62,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
51407,0,11.0,1,,2.0,3,1,2,0,11.0,6.0,9.0,9.0,124.06,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
51408,0,23.0,1,13.0,2.0,4,3,6,1,12.0,,13.0,8.0,287.4,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False
51409,0,30.0,3,31.0,4.0,3,5,8,0,11.0,6.0,7.0,9.0,176.37,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
51410,0,9.0,1,14.0,2.0,3,3,2,0,13.0,7.0,12.0,8.0,200.96,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
51411,0,28.0,1,14.0,2.0,3,3,3,1,14.0,1.0,,2.0,247.56,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
51412,0,9.0,1,17.0,3.0,4,4,2,0,13.0,1.0,1.0,3.0,164.99,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
51413,0,18.0,1,13.0,2.0,3,5,3,0,17.0,0.0,1.0,0.0,197.24,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
51414,0,,1,6.0,3.0,3,5,5,0,13.0,0.0,1.0,2.0,121.94,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
51415,1,0.0,1,15.0,3.0,4,3,1,1,17.0,1.0,1.0,0.0,133.88,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
51416,0,30.0,3,6.0,2.0,4,3,8,0,11.0,1.0,1.0,3.0,154.73,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
51417,0,2.0,1,8.0,,3,4,1,0,23.0,1.0,1.0,4.0,127.03,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
51418,0,4.0,1,,2.0,3,4,2,0,17.0,1.0,1.0,0.0,125.01,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
51419,0,5.0,1,6.0,3.0,3,4,2,0,17.0,1.0,1.0,9.0,162.2,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
51420,0,9.0,1,12.0,,1,1,4,0,12.0,0.0,1.0,0.0,130.38,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False
51421,0,4.0,1,14.0,3.0,3,1,2,0,23.0,1.0,1.0,8.0,144.24,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True
51422,0,8.0,3,6.0,2.0,4,5,1,0,14.0,1.0,2.0,8.0,143.12,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True
51423,0,18.0,1,12.0,2.0,3,5,5,1,14.0,1.0,,0.0,232.45,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False
51424,0,10.0,1,13.0,1.0,3,3,5,0,13.0,0.0,,2.0,236.64,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
51425,0,19.0,2,11.0,3.0,3,4,2,1,22.0,1.0,1.0,2.0,150.21,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
51426,0,3.0,1,6.0,2.0,4,1,2,1,12.0,1.0,3.0,0.0,151.26,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
51427,0,8.0,1,6.0,,4,3,2,0,18.0,1.0,1.0,4.0,128.59,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
51428,0,28.0,3,6.0,3.0,3,1,4,0,14.0,0.0,1.0,0.0,202.39,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
51429,0,11.0,1,12.0,3.0,5,1,8,1,12.0,0.0,1.0,9.0,153.29,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
51430,0,7.0,1,6.0,3.0,3,4,2,0,15.0,1.0,1.0,3.0,143.25,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False
51431,0,29.0,1,13.0,2.0,5,1,5,0,11.0,0.0,1.0,2.0,172.6,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
51432,0,0.0,3,,3.0,3,5,4,0,13.0,1.0,1.0,0.0,123.22,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False
51433,0,,1,15.0,3.0,3,1,4,0,23.0,1.0,1.0,3.0,120.75,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
51434,0,3.0,1,8.0,4.0,4,1,2,0,19.0,3.0,10.0,8.0,141.52,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False
51435,1,9.0,3,15.0,3.0,4,1,2,0,16.0,3.0,4.0,7.0,196.19,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
51436,0,13.0,1,6.0,3.0,4,4,2,0,22.0,5.0,,11.0,235.03,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False
51437,0,24.0,3,27.0,3.0,3,1,1,1,22.0,0.0,1.0,0.0,154.41,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True
51438,0,3.0,3,10.0,3.0,4,4,2,1,12.0,2.0,2.0,7.0,152.09,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
51439,0,19.0,1,6.0,2.0,4,5,3,1,13.0,4.0,9.0,5.0,206.73,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
51440,0,5.0,3,12.0,2.0,3,3,2,0,16.0,5.0,5.0,7.0,150.1,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True
51441,0,27.0,1,8.0,2.0,3,3,10,0,12.0,0.0,,3.0,235.49,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
51442,0,0.0,3,9.0,2.0,3,3,1,0,21.0,0.0,1.0,2.0,149.99,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
51443,0,1.0,3,10.0,2.0,3,3,2,0,15.0,0.0,1.0,4.0,142.21,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
51444,0,30.0,3,16.0,2.0,3,3,1,0,13.0,0.0,,8.0,238.72000000000003,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True
51445,0,,1,29.0,3.0,3,4,5,0,12.0,0.0,1.0,2.0,120.42,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
51446,1,,2,12.0,3.0,3,5,5,1,22.0,0.0,1.0,2.0,120.73,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,False
51447,0,5.0,1,6.0,,3,5,2,0,13.0,0.0,1.0,0.0,129.56,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True
51448,1,0.0,1,12.0,,4,1,2,1,18.0,0.0,1.0,0.0,129.26,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
51449,0,7.0,1,12.0,2.0,3,3,2,0,14.0,0.0,2.0,10.0,148.09,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True
51450,0,10.0,1,8.0,3.0,4,1,6,0,14.0,1.0,1.0,0.0,151.63,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
51451,0,30.0,2,8.0,2.0,4,1,10,0,21.0,,2.0,2.0,288.44,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
51452,0,23.0,1,6.0,3.0,3,4,4,1,19.0,,1.0,7.0,281.72,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False
51453,1,0.0,3,11.0,2.0,4,3,2,1,11.0,0.0,1.0,3.0,157.44,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True
51454,0,0.0,1,13.0,,4,1,2,0,11.0,0.0,2.0,1.0,128.89,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
51455,0,0.0,1,21.0,,3,1,2,0,15.0,1.0,1.0,0.0,128.71,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
51456,0,24.0,1,6.0,1.0,4,5,4,0,20.0,4.0,12.0,8.0,174.84,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
51457,1,0.0,1,13.0,3.0,5,3,2,1,24.0,1.0,1.0,6.0,160.74,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
51458,0,27.0,2,32.0,1.0,1,1,3,1,12.0,,4.0,4.0,273.28,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
51459,0,0.0,1,24.0,,3,3,1,0,12.0,0.0,1.0,2.0,127.74,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
51460,0,7.0,1,12.0,2.0,4,4,7,0,15.0,1.0,1.0,0.0,145.05,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False
51461,0,10.0,3,9.0,2.0,3,1,3,0,12.0,0.0,1.0,3.0,174.28,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
51462,0,7.0,1,11.0,2.0,4,5,3,0,12.0,2.0,5.0,,216.31,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
51463,0,9.0,3,17.0,3.0,3,1,1,0,14.0,0.0,2.0,8.0,197.38,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
51464,0,9.0,1,9.0,,3,1,6,0,22.0,0.0,1.0,0.0,128.35,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False
51465,0,16.0,3,32.0,3.0,3,1,2,1,12.0,,4.0,12.0,269.59,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False
51466,0,3.0,1,,3.0,5,3,2,0,25.0,0.0,1.0,9.0,126.13,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
51467,0,6.0,3,28.0,3.0,3,4,1,0,13.0,0.0,1.0,7.0,161.46,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False
51468,1,19.0,1,20.0,3.0,3,4,10,1,18.0,3.0,4.0,3.0,149.63,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
51469,0,24.0,1,12.0,2.0,3,3,8,0,,8.0,15.0,15.0,295.37,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True
51470,1,0.0,3,12.0,3.0,5,3,5,1,18.0,0.0,7.0,7.0,161.72,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
51471,0,0.0,1,,2.0,4,4,2,0,19.0,2.0,4.0,3.0,123.68,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
51472,1,20.0,1,29.0,3.0,3,1,2,0,12.0,7.0,15.0,6.0,203.12,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
51473,1,,3,28.0,2.0,3,3,2,1,19.0,1.0,1.0,0.0,116.75,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True
51474,0,0.0,1,,3.0,3,1,1,0,14.0,2.0,2.0,1.0,125.23,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False
51475,0,22.0,1,26.0,3.0,3,5,2,0,14.0,5.0,5.0,11.0,165.67,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
51476,0,16.0,1,34.0,3.0,1,3,5,0,12.0,0.0,1.0,2.0,147.39,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
51477,0,23.0,3,18.0,3.0,3,1,5,0,11.0,1.0,2.0,1.0,192.08,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
51478,1,0.0,3,26.0,3.0,5,3,4,1,11.0,0.0,2.0,2.0,145.59,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False
51479,0,14.0,3,15.0,3.0,3,3,4,1,13.0,0.0,1.0,7.0,181.89,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
51480,0,0.0,2,31.0,,3,3,2,0,23.0,2.0,5.0,7.0,129.42,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False
51481,0,9.0,1,12.0,2.0,3,4,7,0,20.0,0.0,1.0,1.0,149.41,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False
51482,1,14.0,1,14.0,2.0,5,1,3,0,15.0,1.0,1.0,3.0,206.5,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
51483,0,12.0,3,10.0,2.0,4,3,5,0,14.0,5.0,5.0,9.0,159.02,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
51484,0,0.0,3,34.0,2.0,4,3,3,0,18.0,1.0,2.0,2.0,186.39,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
51485,0,3.0,2,15.0,2.0,3,1,1,1,19.0,4.0,4.0,7.0,163.47,True,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False
51486,1,0.0,1,15.0,2.0,3,5,8,0,22.0,1.0,1.0,4.0,142.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True
51487,0,18.0,1,35.0,2.0,3,1,6,0,13.0,1.0,1.0,3.0,134.52,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
51488,0,11.0,1,9.0,2.0,3,3,4,1,20.0,2.0,2.0,2.0,143.17,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True
51489,0,3.0,1,,3.0,3,3,2,0,14.0,1.0,1.0,4.0,126.32,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
51490,0,5.0,3,15.0,2.0,5,1,1,0,17.0,0.0,1.0,7.0,146.68,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
51491,0,3.0,1,11.0,2.0,3,5,6,0,14.0,0.0,2.0,30.0,132.04,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False
51492,0,3.0,1,8.0,,4,1,1,0,13.0,0.0,1.0,2.0,127.2,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
51493,0,14.0,1,16.0,3.0,4,5,5,0,13.0,,7.0,7.0,271.81,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False
51494,0,,1,15.0,3.0,3,5,3,0,21.0,0.0,1.0,4.0,122.38,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
51495,0,,1,9.0,3.0,3,4,2,0,14.0,1.0,1.0,0.0,114.83,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
51496,0,13.0,1,32.0,2.0,3,4,2,0,11.0,0.0,2.0,13.0,156.05,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
51497,0,8.0,3,6.0,3.0,3,4,2,0,13.0,0.0,1.0,6.0,172.95,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
51498,0,,3,12.0,2.0,3,3,3,1,20.0,0.0,4.0,5.0,123.06,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False
51499,0,18.0,1,,2.0,3,4,9,0,18.0,1.0,1.0,15.0,123.48,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False
51500,0,5.0,3,14.0,2.0,3,1,2,0,14.0,2.0,3.0,7.0,189.98,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
51501,0,2.0,1,6.0,2.0,3,3,2,0,13.0,0.0,1.0,9.0,143.19,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
51502,0,24.0,1,13.0,2.0,4,3,3,0,17.0,1.0,1.0,0.0,161.32,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
51503,0,30.0,1,15.0,3.0,4,4,5,1,20.0,1.0,1.0,0.0,133.46,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
51504,0,13.0,3,10.0,3.0,4,1,8,0,11.0,1.0,2.0,11.0,208.55,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
51505,0,,3,8.0,3.0,3,3,7,0,18.0,0.0,1.0,2.0,122.31,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
51506,0,0.0,1,,3.0,3,1,2,0,24.0,2.0,2.0,2.0,123.23,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
51507,0,,1,15.0,2.0,3,4,7,0,18.0,2.0,2.0,2.0,120.24,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
51508,0,1.0,1,27.0,,3,1,2,0,11.0,0.0,1.0,2.0,127.13,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
51509,0,30.0,1,30.0,2.0,1,1,4,1,16.0,1.0,1.0,4.0,194.39,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
51510,0,0.0,1,,3.0,4,3,2,1,15.0,0.0,1.0,1.0,125.66,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
51511,0,23.0,1,17.0,2.0,3,4,4,0,,0.0,4.0,4.0,299.26,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
51512,0,14.0,1,,2.0,3,3,5,0,12.0,1.0,1.0,8.0,124.51,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
51513,0,3.0,3,11.0,2.0,3,1,3,0,12.0,1.0,7.0,4.0,194.19,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
51514,0,11.0,3,6.0,2.0,4,1,5,0,22.0,0.0,1.0,7.0,186.86,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
51515,0,5.0,1,12.0,,3,3,4,0,20.0,0.0,1.0,4.0,130.38,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True
51516,0,0.0,1,23.0,,3,4,1,1,16.0,0.0,1.0,1.0,130.58,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False
51517,1,0.0,3,,3.0,5,5,1,0,21.0,1.0,1.0,0.0,123.25,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
51518,0,,1,9.0,1.0,3,4,5,0,12.0,2.0,7.0,2.0,120.88,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
51519,0,3.0,1,15.0,,3,5,2,0,11.0,5.0,6.0,10.0,130.72,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
51520,0,18.0,3,10.0,1.0,3,5,5,1,11.0,0.0,1.0,3.0,150.06,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
51521,0,29.0,1,14.0,3.0,3,5,5,1,18.0,2.0,2.0,2.0,142.57,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
51522,0,6.0,1,,2.0,3,1,1,0,14.0,1.0,1.0,2.0,125.0,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True
51523,1,0.0,1,8.0,2.0,4,1,2,0,22.0,1.0,1.0,0.0,111.02,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
51524,0,19.0,3,6.0,3.0,3,5,2,0,25.0,8.0,15.0,7.0,204.53,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
51525,0,,1,15.0,3.0,3,1,2,0,12.0,1.0,2.0,1.0,122.88,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
51526,0,4.0,1,18.0,3.0,3,1,9,1,23.0,1.0,1.0,2.0,139.29,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False
51527,0,,1,33.0,3.0,3,4,3,0,15.0,0.0,1.0,2.0,123.11,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
51528,1,4.0,3,26.0,,3,4,2,1,22.0,0.0,1.0,2.0,131.4,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True
51529,0,23.0,1,6.0,2.0,4,3,3,0,15.0,1.0,1.0,2.0,136.9,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False
51530,0,26.0,1,19.0,2.0,1,5,2,0,11.0,1.0,1.0,3.0,144.5,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
51531,0,6.0,1,20.0,,3,4,2,0,13.0,1.0,1.0,6.0,127.56,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
51532,0,13.0,1,10.0,2.0,3,3,2,0,14.0,,9.0,9.0,290.33,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False
51533,0,28.0,1,20.0,3.0,1,4,9,0,11.0,,2.0,15.0,287.22,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
51534,0,7.0,1,8.0,2.0,4,3,2,0,17.0,0.0,1.0,9.0,195.47,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
51535,0,24.0,1,9.0,3.0,3,4,4,0,18.0,1.0,,0.0,237.34,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
51536,0,25.0,1,6.0,3.0,4,3,1,0,,7.0,11.0,9.0,299.99,True,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False
51537,0,,1,15.0,4.0,3,4,2,0,16.0,0.0,1.0,3.0,122.79,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
51538,1,0.0,1,29.0,2.0,4,3,4,1,13.0,1.0,1.0,1.0,159.16,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
51539,0,,1,13.0,2.0,1,1,5,0,14.0,1.0,2.0,2.0,120.89,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
51540,0,18.0,1,8.0,3.0,4,1,10,0,23.0,,11.0,8.0,267.92,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False
51541,0,10.0,1,27.0,3.0,1,5,2,1,12.0,1.0,1.0,7.0,135.64,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False
51542,0,8.0,1,8.0,2.0,3,4,6,0,11.0,0.0,1.0,2.0,144.25,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
51543,0,15.0,1,27.0,2.0,3,3,3,0,16.0,0.0,1.0,2.0,152.65,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
51544,0,11.0,1,8.0,2.0,3,3,10,0,14.0,1.0,1.0,0.0,165.53,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
51545,0,11.0,1,35.0,2.0,3,1,4,0,18.0,0.0,1.0,7.0,162.61,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
51546,0,0.0,1,6.0,2.0,4,5,6,0,19.0,2.0,2.0,0.0,142.98,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
51547,0,22.0,1,24.0,3.0,3,1,2,1,15.0,0.0,1.0,7.0,168.04,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
51548,0,7.0,1,16.0,2.0,3,3,2,1,17.0,2.0,2.0,0.0,138.15,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
51549,0,13.0,1,25.0,,3,1,9,1,15.0,3.0,3.0,7.0,127.41,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False
51550,1,1.0,1,35.0,3.0,3,5,8,1,19.0,1.0,1.0,0.0,166.73,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
51551,1,0.0,3,33.0,2.0,3,1,2,0,22.0,0.0,1.0,9.0,176.39,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
51552,0,0.0,1,,2.0,1,4,2,1,16.0,2.0,2.0,2.0,123.28,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
51553,0,,1,24.0,3.0,3,1,2,0,13.0,0.0,1.0,7.0,121.53,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
51554,0,13.0,1,15.0,3.0,4,1,10,0,14.0,0.0,1.0,2.0,148.76,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
51555,0,19.0,1,6.0,3.0,3,5,8,0,16.0,0.0,1.0,3.0,193.96,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
51556,1,0.0,3,10.0,2.0,5,1,2,0,11.0,6.0,9.0,8.0,204.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
51557,0,3.0,1,6.0,2.0,4,3,2,0,22.0,4.0,5.0,8.0,184.74,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
51558,0,0.0,3,26.0,2.0,3,3,2,0,14.0,1.0,1.0,7.0,199.81,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
51559,0,24.0,1,14.0,2.0,4,4,6,0,16.0,2.0,4.0,,224.9,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
51560,1,0.0,1,,2.0,3,5,6,1,11.0,0.0,1.0,4.0,126.57,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True
51561,0,14.0,3,12.0,3.0,3,1,4,1,18.0,0.0,,0.0,235.91000000000005,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
51562,1,0.0,3,32.0,2.0,4,5,6,0,15.0,1.0,1.0,1.0,166.96,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
51563,1,,1,6.0,2.0,3,3,1,0,14.0,0.0,1.0,5.0,120.58,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True
51564,0,18.0,3,12.0,2.0,4,1,7,0,12.0,5.0,12.0,8.0,188.65,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
51565,0,27.0,3,9.0,2.0,3,5,3,0,14.0,1.0,1.0,5.0,159.4,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
51566,0,9.0,1,11.0,3.0,3,4,9,0,16.0,2.0,3.0,7.0,159.14,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
51567,0,6.0,1,,2.0,4,4,7,0,21.0,0.0,1.0,1.0,126.22,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
51568,0,10.0,1,17.0,2.0,3,1,2,1,14.0,1.0,1.0,,221.85,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False
51569,0,11.0,3,9.0,3.0,3,3,1,0,12.0,1.0,5.0,13.0,206.09,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
51570,0,4.0,1,6.0,2.0,5,3,1,0,12.0,0.0,1.0,4.0,143.45,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
51571,0,,1,9.0,3.0,4,1,4,0,17.0,0.0,1.0,0.0,121.77,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
51572,0,10.0,3,10.0,,3,1,5,0,17.0,3.0,5.0,8.0,127.93,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False
51573,0,2.0,3,6.0,2.0,3,1,2,0,14.0,4.0,4.0,1.0,179.18,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
51574,0,8.0,3,6.0,3.0,3,3,2,0,14.0,1.0,1.0,8.0,187.89,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
51575,1,0.0,1,,2.0,4,1,2,1,13.0,0.0,1.0,1.0,123.89,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
51576,0,25.0,1,8.0,2.0,4,1,8,0,15.0,2.0,2.0,2.0,132.12,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
51577,0,15.0,1,10.0,2.0,3,1,2,0,,0.0,11.0,15.0,292.32,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False
51578,0,,2,12.0,2.0,3,3,9,0,17.0,0.0,2.0,2.0,122.67,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
51579,0,23.0,3,6.0,3.0,3,1,4,0,,1.0,1.0,6.0,295.17,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False
